regis_no,fir_capacity,bus_capacity,eco_capacity,aircratft_type,company_id
A48303,12,36,78,Airbus A319-100,21112
W540774,12,36,78,Airbus A319-100,21112
S333377,12,36,78,Airbus A319-100,21112
E71321,12,36,78,Airbus A319-100,21112
F937900,12,36,78,Airbus A319-100,21112
N122406,12,36,78,Airbus A319-100,21112
B834053,12,36,78,Airbus A319-100,21112
C558695,12,36,78,Airbus A319-100,21112
J157053,12,36,78,Airbus A319-100,21112
M779282,12,36,78,Airbus A319-100,21112
Z388131,12,36,78,Airbus A319-100,21112
A631683,12,36,78,Airbus A319-100,21112
Z918428,12,36,78,Airbus A319-100,21112
F31576,12,36,78,Airbus A319-100,21112
V597455,12,36,78,Airbus A319-100,21112
T676363,12,36,78,Airbus A319-100,21112
U26842,12,36,78,Airbus A319-100,21112
D207653,12,36,78,Airbus A319-100,21112
B820907,12,36,78,Airbus A319-100,21112
L906294,12,36,78,Airbus A319-100,21112
G56770,12,36,78,Airbus A319-100,21112
Z607958,12,36,78,Airbus A319-100,21112
K120267,12,36,78,Airbus A319-100,21112
D98132,12,36,78,Airbus A319-100,21112
A41317,12,36,78,Airbus A319-100,21112
J708000,12,36,78,Airbus A319-100,21112
W238132,12,36,78,Airbus A319-100,21112
Z164488,12,36,78,Airbus A319-100,21112
S424209,12,36,78,Airbus A319-100,21112
Y511740,12,36,78,Airbus A319-100,21112
F235939,12,36,78,Airbus A319-100,21112
F78103,12,36,78,Airbus A319-100,21112
J787981,12,36,78,Airbus A319-100,21112
Z107489,12,36,78,Airbus A319-100,21112
J697471,12,36,78,Airbus A319-100,21112
E527877,12,36,78,Airbus A319-100,21112
W664223,12,36,78,Airbus A319-100,21112
M544352,12,36,78,Airbus A319-100,21112
U671757,12,36,78,Airbus A319-100,21112
Z480650,12,36,78,Airbus A319-100,21112
A233568,12,36,78,Airbus A319-100,21112
Q286613,12,36,78,Airbus A319-100,21112
Z392362,12,36,78,Airbus A319-100,21112
O990884,12,36,78,Airbus A319-100,21112
U86020,12,36,78,Airbus A319-100,21112
E468158,12,36,78,Airbus A319-100,21112
D116768,12,36,78,Airbus A319-100,21112
Z154138,12,36,78,Airbus A319-100,21112
R9108,12,36,78,Airbus A319-100,21112
S976105,12,42,96,Airbus A320-200,21112
H203315,12,42,96,Airbus A320-200,21112
N806670,12,42,96,Airbus A320-200,21112
R549757,12,42,96,Airbus A320-200,21112
Q895649,12,42,96,Airbus A320-200,21112
H994813,12,42,96,Airbus A320-200,21112
W216622,12,42,96,Airbus A320-200,21112
D929902,12,42,96,Airbus A320-200,21112
Y278952,12,42,96,Airbus A320-200,21112
P311374,12,42,96,Airbus A320-200,21112
V788690,12,42,96,Airbus A320-200,21112
W861209,12,42,96,Airbus A320-200,21112
Q484404,12,42,96,Airbus A320-200,21112
V558120,12,42,96,Airbus A320-200,21112
D590462,12,42,96,Airbus A320-200,21112
E292711,12,42,96,Airbus A320-200,21112
D176061,12,42,96,Airbus A320-200,21112
K647209,12,42,96,Airbus A320-200,21112
U711496,12,42,96,Airbus A320-200,21112
J744858,12,42,96,Airbus A320-200,21112
K74844,12,42,96,Airbus A320-200,21112
Q422024,12,42,96,Airbus A320-200,21112
W984204,12,42,96,Airbus A320-200,21112
M674311,12,42,96,Airbus A320-200,21112
W945767,12,42,96,Airbus A320-200,21112
R700530,12,42,96,Airbus A320-200,21112
C891491,12,42,96,Airbus A320-200,21112
J274687,12,42,96,Airbus A320-200,21112
D110767,12,42,96,Airbus A320-200,21112
F547616,12,42,96,Airbus A320-200,21112
C483810,12,42,96,Airbus A320-200,21112
Z507651,12,42,96,Airbus A320-200,21112
W48927,12,42,96,Airbus A320-200,21112
A941992,12,42,96,Airbus A320-200,21112
O108285,12,42,96,Airbus A320-200,21112
D895367,12,42,96,Airbus A320-200,21112
I850806,12,42,96,Airbus A320-200,21112
Y430875,12,42,96,Airbus A320-200,21112
Q826586,12,42,96,Airbus A320-200,21112
Y739404,12,42,96,Airbus A320-200,21112
I94077,12,42,96,Airbus A320-200,21112
K735695,12,42,96,Airbus A320-200,21112
Q497600,12,42,96,Airbus A320-200,21112
V603695,12,42,96,Airbus A320-200,21112
D550655,12,42,96,Airbus A320-200,21112
W231148,12,42,96,Airbus A320-200,21112
F853747,12,42,96,Airbus A320-200,21112
A426467,12,42,96,Airbus A320-200,21112
S315009,12,42,96,Airbus A320-200,21112
M332265,12,42,96,Airbus A320-200,21112
N928992,12,42,96,Airbus A320-200,21112
I280996,12,42,96,Airbus A320-200,21112
W978835,12,42,96,Airbus A320-200,21112
E346581,12,42,96,Airbus A320-200,21112
W484328,12,42,96,Airbus A320-200,21112
T512257,12,42,96,Airbus A320-200,21112
G596354,12,42,96,Airbus A320-200,21112
K660674,12,42,96,Airbus A320-200,21112
H156637,12,42,96,Airbus A320-200,21112
D541955,12,42,96,Airbus A320-200,21112
A33649,12,42,96,Airbus A320-200,21112
M222766,12,42,96,Airbus A320-200,21112
J16352,12,42,96,Airbus A320-200,21112
M420044,12,42,96,Airbus A320-200,21112
F385924,12,42,96,Airbus A320-200,21112
W180483,12,42,96,Airbus A320-200,21112
V970257,12,42,96,Airbus A320-200,21112
O845111,12,42,96,Airbus A320-200,21112
K371880,12,42,96,Airbus A320-200,21112
S274868,12,42,96,Airbus A320-200,21112
R928300,12,42,96,Airbus A320-200,21112
N469562,12,42,96,Airbus A320-200,21112
F968517,12,42,96,Airbus A320-200,21112
Y643739,12,42,96,Airbus A320-200,21112
R817567,12,42,96,Airbus A320-200,21112
Z668585,12,42,96,Airbus A320-200,21112
M398111,12,42,96,Airbus A320-200,21112
G509605,12,42,96,Airbus A320-200,21112
N470308,12,42,96,Airbus A320-200,21112
G349440,12,42,96,Airbus A320-200,21112
L941543,12,42,96,Airbus A320-200,21112
C149967,12,42,96,Airbus A320-200,21112
J698550,12,42,96,Airbus A320-200,21112
Q535240,12,42,96,Airbus A320-200,21112
X987678,12,42,96,Airbus A320-200,21112
A851494,12,42,96,Airbus A320-200,21112
Y423040,12,42,96,Airbus A320-200,21112
V362381,12,42,96,Airbus A320-200,21112
J459313,12,42,96,Airbus A320-200,21112
P636160,12,42,96,Airbus A320-200,21112
Q542453,12,42,96,Airbus A320-200,21112
W404681,12,42,96,Airbus A320-200,21112
B909918,12,42,96,Airbus A320-200,21112
M632636,12,42,96,Airbus A320-200,21112
F800039,12,42,96,Airbus A320-200,21112
D287260,12,42,96,Airbus A320-200,21112
N698079,12,42,96,Airbus A320-200,21112
B12991,16,24,138,Boeing 737-700,21112
P516841,16,24,138,Boeing 737-700,21112
K11108,16,24,138,Boeing 737-700,21112
M330721,16,24,138,Boeing 737-700,21112
F755997,16,24,138,Boeing 737-700,21112
H168933,16,24,138,Boeing 737-700,21112
Y431919,16,24,138,Boeing 737-700,21112
X34457,16,24,138,Boeing 737-700,21112
U115392,16,24,138,Boeing 737-700,21112
V897561,16,24,138,Boeing 737-700,21112
B207659,16,24,138,Boeing 737-700,21112
W316446,16,24,138,Boeing 737-700,21112
K216176,16,24,138,Boeing 737-700,21112
A223191,16,24,138,Boeing 737-700,21112
M815208,16,24,138,Boeing 737-700,21112
U218239,16,24,138,Boeing 737-700,21112
K851615,16,24,138,Boeing 737-700,21112
L948679,16,24,138,Boeing 737-700,21112
A445156,16,24,138,Boeing 737-700,21112
X77059,16,24,138,Boeing 737-700,21112
L655498,16,24,138,Boeing 737-700,21112
U518292,16,24,138,Boeing 737-700,21112
Y907782,16,24,138,Boeing 737-700,21112
C640520,16,24,138,Boeing 737-700,21112
I930096,16,24,138,Boeing 737-700,21112
P45707,16,24,138,Boeing 737-700,21112
B771590,16,24,138,Boeing 737-700,21112
L707865,16,24,138,Boeing 737-700,21112
Y662560,16,24,138,Boeing 737-700,21112
O825850,16,24,138,Boeing 737-700,21112
F899976,16,24,138,Boeing 737-700,21112
T233315,16,24,138,Boeing 737-700,21112
Z58150,16,24,138,Boeing 737-700,21112
J516039,16,24,138,Boeing 737-700,21112
P672802,16,24,138,Boeing 737-700,21112
N768239,16,24,138,Boeing 737-700,21112
T654233,16,24,138,Boeing 737-700,21112
C719108,16,24,138,Boeing 737-700,21112
S314492,16,24,138,Boeing 737-700,21112
J848265,16,24,138,Boeing 737-700,21112
C329146,16,24,138,Boeing 737-800,21112
Z259703,16,24,138,Boeing 737-800,21112
D717577,16,24,138,Boeing 737-800,21112
R608076,16,24,138,Boeing 737-800,21112
L53257,16,24,138,Boeing 737-800,21112
H283564,16,24,138,Boeing 737-800,21112
J307408,16,24,138,Boeing 737-800,21112
D214326,16,24,138,Boeing 737-800,21112
D427374,16,24,138,Boeing 737-800,21112
J752571,16,24,138,Boeing 737-800,21112
G608670,16,24,138,Boeing 737-800,21112
K358229,16,24,138,Boeing 737-800,21112
O923466,16,24,138,Boeing 737-800,21112
C364553,16,24,138,Boeing 737-800,21112
H353758,16,24,138,Boeing 737-800,21112
K356929,16,24,138,Boeing 737-800,21112
Q914986,16,24,138,Boeing 737-800,21112
G638230,16,24,138,Boeing 737-800,21112
K490111,16,24,138,Boeing 737-800,21112
D918758,16,24,138,Boeing 737-800,21112
W440597,16,24,138,Boeing 737-800,21112
X576089,16,24,138,Boeing 737-800,21112
J740637,16,24,138,Boeing 737-800,21112
A204919,16,24,138,Boeing 737-800,21112
P526656,16,24,138,Boeing 737-800,21112
J15105,16,24,138,Boeing 737-800,21112
M86109,16,24,138,Boeing 737-800,21112
W160942,16,24,138,Boeing 737-800,21112
M918683,16,24,138,Boeing 737-800,21112
S709053,16,24,138,Boeing 737-800,21112
V530854,16,24,138,Boeing 737-800,21112
Q314668,16,24,138,Boeing 737-800,21112
X962836,16,24,138,Boeing 737-800,21112
J513573,16,24,138,Boeing 737-800,21112
Z822095,16,24,138,Boeing 737-800,21112
M268771,16,24,138,Boeing 737-800,21112
B924953,16,24,138,Boeing 737-800,21112
P458804,16,24,138,Boeing 737-800,21112
C789413,16,24,138,Boeing 737-800,21112
H606186,16,24,138,Boeing 737-800,21112
J617293,16,24,138,Boeing 737-800,21112
Q536523,16,24,138,Boeing 737-800,21112
C140879,16,24,138,Boeing 737-800,21112
S316552,16,24,138,Boeing 737-800,21112
O192748,16,24,138,Boeing 737-800,21112
Q848613,16,24,138,Boeing 737-800,21112
M193290,16,24,138,Boeing 737-800,21112
Y151532,16,24,138,Boeing 737-800,21112
B37785,16,24,138,Boeing 737-800,21112
D289690,16,24,138,Boeing 737-800,21112
S363433,16,24,138,Boeing 737-800,21112
J973856,16,24,138,Boeing 737-800,21112
M99041,16,24,138,Boeing 737-800,21112
Q294868,16,24,138,Boeing 737-800,21112
I70748,16,24,138,Boeing 737-800,21112
Q810293,16,24,138,Boeing 737-800,21112
V502838,16,24,138,Boeing 737-800,21112
Y112331,16,24,138,Boeing 737-800,21112
C573131,16,24,138,Boeing 737-800,21112
C473308,16,24,138,Boeing 737-800,21112
Z637076,16,24,138,Boeing 737-800,21112
X657553,16,24,138,Boeing 737-800,21112
Q302010,16,24,138,Boeing 737-800,21112
Y721851,16,24,138,Boeing 737-800,21112
X751597,16,24,138,Boeing 737-800,21112
X411209,16,24,138,Boeing 737-800,21112
F946175,16,24,138,Boeing 737-800,21112
Y904682,16,24,138,Boeing 737-800,21112
Z887201,16,24,138,Boeing 737-800,21112
P181974,16,24,138,Boeing 737-800,21112
S491842,16,24,138,Boeing 737-800,21112
B933800,16,24,138,Boeing 737-800,21112
C122630,16,24,138,Boeing 737-800,21112
A997292,16,24,138,Boeing 737-800,21112
H526207,16,24,138,Boeing 737-800,21112
V743023,16,24,138,Boeing 737-800,21112
X246459,16,24,138,Boeing 737-800,21112
H942160,16,24,138,Boeing 737-800,21112
B185519,16,24,138,Boeing 737-800,21112
I955108,16,24,138,Boeing 737-800,21112
M191103,16,24,138,Boeing 737-800,21112
Q722402,16,24,138,Boeing 737-800,21112
A140553,16,24,138,Boeing 737-800,21112
L146436,16,24,138,Boeing 737-800,21112
I956974,16,24,138,Boeing 737-800,21112
Z91683,16,24,138,Boeing 737-800,21112
K391443,16,24,138,Boeing 737-800,21112
G810392,16,24,138,Boeing 737-800,21112
H67402,16,24,138,Boeing 737-800,21112
U167482,16,24,138,Boeing 737-800,21112
U673327,16,24,138,Boeing 737-800,21112
Y377366,16,24,138,Boeing 737-800,21112
E957736,16,24,138,Boeing 737-800,21112
B101073,16,24,138,Boeing 737-800,21112
A439927,16,24,138,Boeing 737-800,21112
Y180770,16,24,138,Boeing 737-800,21112
Z751269,16,24,138,Boeing 737-800,21112
U768764,16,24,138,Boeing 737-800,21112
K320187,16,24,138,Boeing 737-800,21112
C213479,16,24,138,Boeing 737-800,21112
E653404,16,24,138,Boeing 737-800,21112
R337523,16,24,138,Boeing 737-800,21112
C905250,16,24,138,Boeing 737-800,21112
J130343,16,24,138,Boeing 737-800,21112
P648406,16,24,138,Boeing 737-800,21112
A341372,16,24,138,Boeing 737-800,21112
E194893,16,24,138,Boeing 737-800,21112
Z989887,16,24,138,Boeing 737-800,21112
Q488469,16,24,138,Boeing 737-800,21112
R506040,16,24,138,Boeing 737-800,21112
E803950,16,24,138,Boeing 737-800,21112
V95447,16,24,138,Boeing 737-800,21112
G972526,16,24,138,Boeing 737-800,21112
U433644,16,24,138,Boeing 737-800,21112
N571101,16,24,138,Boeing 737-800,21112
K972592,16,24,138,Boeing 737-800,21112
L874573,16,24,138,Boeing 737-800,21112
V994550,16,24,138,Boeing 737-800,21112
S833635,16,24,138,Boeing 737-800,21112
M767019,16,24,138,Boeing 737-800,21112
F856995,16,24,138,Boeing 737-800,21112
P630488,16,24,138,Boeing 737-800,21112
P652825,16,24,138,Boeing 737-800,21112
B778484,16,24,138,Boeing 737-800,21112
G967377,16,24,138,Boeing 737-800,21112
U361088,16,24,138,Boeing 737-800,21112
I19400,16,24,138,Boeing 737-800,21112
X777047,16,24,138,Boeing 737-800,21112
P413855,16,24,138,Boeing 737-800,21112
S98571,16,24,138,Boeing 737-800,21112
G150151,16,24,138,Boeing 737-800,21112
Y19960,16,24,138,Boeing 737-800,21112
X514175,16,24,138,Boeing 737-800,21112
V174724,16,24,138,Boeing 737-800,21112
G569216,16,24,138,Boeing 737-800,21112
C488814,16,24,138,Boeing 737-800,21112
H853217,16,24,138,Boeing 737-800,21112
G748897,16,24,138,Boeing 737-800,21112
T816429,16,24,138,Boeing 737-800,21112
P72211,16,24,138,Boeing 737-800,21112
T444476,16,24,138,Boeing 737-800,21112
Z240006,16,24,138,Boeing 737-900,21112
T701079,16,24,138,Boeing 737-900,21112
X834548,16,24,138,Boeing 737-900,21112
A404078,16,24,138,Boeing 737-900,21112
Y438409,16,24,138,Boeing 737-900,21112
E989111,16,24,138,Boeing 737-900,21112
R87730,16,24,138,Boeing 737-900,21112
F955021,16,24,138,Boeing 737-900,21112
X535621,16,24,138,Boeing 737-900,21112
X529866,16,24,138,Boeing 737-900,21112
E306079,16,24,138,Boeing 737-900,21112
J346519,16,24,138,Boeing 737-900,21112
Z434323,16,24,138,Boeing 737-900ER,21112
Q641624,16,24,138,Boeing 737-900ER,21112
W870311,16,24,138,Boeing 737-900ER,21112
W162839,16,24,138,Boeing 737-900ER,21112
D319710,16,24,138,Boeing 737-900ER,21112
T505926,16,24,138,Boeing 737-900ER,21112
T529019,16,24,138,Boeing 737-900ER,21112
N755069,16,24,138,Boeing 737-900ER,21112
E54241,16,24,138,Boeing 737-900ER,21112
J465466,16,24,138,Boeing 737-900ER,21112
V954483,16,24,138,Boeing 737-900ER,21112
R512301,16,24,138,Boeing 737-900ER,21112
V5085,16,24,138,Boeing 737-900ER,21112
P165196,16,24,138,Boeing 737-900ER,21112
R58407,16,24,138,Boeing 737-900ER,21112
E387082,16,24,138,Boeing 737-900ER,21112
W446248,16,24,138,Boeing 737-900ER,21112
A937055,16,24,138,Boeing 737-900ER,21112
W227192,16,24,138,Boeing 737-900ER,21112
M486712,16,24,138,Boeing 737-900ER,21112
M188162,16,24,138,Boeing 737-900ER,21112
H666316,16,24,138,Boeing 737-900ER,21112
Z878074,16,24,138,Boeing 737-900ER,21112
V406270,16,24,138,Boeing 737-900ER,21112
Z48904,16,24,138,Boeing 737-900ER,21112
J463506,16,24,138,Boeing 737-900ER,21112
T135618,16,24,138,Boeing 737-900ER,21112
G869731,16,24,138,Boeing 737-900ER,21112
Y798936,16,24,138,Boeing 737-900ER,21112
X34934,16,24,138,Boeing 737-900ER,21112
G440459,16,24,138,Boeing 737-900ER,21112
U340403,16,24,138,Boeing 737-900ER,21112
H221032,16,24,138,Boeing 737-900ER,21112
N106631,16,24,138,Boeing 737-900ER,21112
H623150,16,24,138,Boeing 737-900ER,21112
Y953961,16,24,138,Boeing 737-900ER,21112
F184538,16,24,138,Boeing 737-900ER,21112
P63903,16,24,138,Boeing 737-900ER,21112
J534297,16,24,138,Boeing 737-900ER,21112
R759106,16,24,138,Boeing 737-900ER,21112
Q365571,16,24,138,Boeing 737-900ER,21112
V551634,16,24,138,Boeing 737-900ER,21112
O510809,16,24,138,Boeing 737-900ER,21112
J168120,16,24,138,Boeing 737-900ER,21112
T684839,16,24,138,Boeing 737-900ER,21112
M861751,16,24,138,Boeing 737-900ER,21112
S287136,16,24,138,Boeing 737-900ER,21112
N736880,16,24,138,Boeing 737-900ER,21112
E462472,16,24,138,Boeing 737-900ER,21112
Y380498,16,24,138,Boeing 737-900ER,21112
D394120,16,24,138,Boeing 737-900ER,21112
O836103,16,24,138,Boeing 737-900ER,21112
T972951,16,24,138,Boeing 737-900ER,21112
C198303,16,24,138,Boeing 737-900ER,21112
D446466,16,24,138,Boeing 737-900ER,21112
S527127,16,24,138,Boeing 737-900ER,21112
G246486,16,24,138,Boeing 737-900ER,21112
J595428,16,24,138,Boeing 737-900ER,21112
U625015,16,24,138,Boeing 737-900ER,21112
U36434,16,24,138,Boeing 737-900ER,21112
W379313,16,24,138,Boeing 737-900ER,21112
N933698,16,24,138,Boeing 737-900ER,21112
O679781,16,24,138,Boeing 737-900ER,21112
R835987,16,24,138,Boeing 737-900ER,21112
V240250,16,24,138,Boeing 737-900ER,21112
Q620918,16,24,138,Boeing 737-900ER,21112
F108107,16,24,138,Boeing 737-900ER,21112
S155914,16,24,138,Boeing 737-900ER,21112
E251185,16,24,138,Boeing 737-900ER,21112
S920533,16,24,138,Boeing 737-900ER,21112
C853652,16,24,138,Boeing 737-900ER,21112
I341607,16,24,138,Boeing 737-900ER,21112
L175752,16,24,138,Boeing 737-900ER,21112
K17172,16,24,138,Boeing 737-900ER,21112
I535345,16,24,138,Boeing 737-900ER,21112
U18720,16,24,138,Boeing 737-900ER,21112
S132304,16,24,138,Boeing 737-900ER,21112
L537215,16,24,138,Boeing 737-900ER,21112
D220299,16,24,138,Boeing 737-900ER,21112
B860032,16,24,138,Boeing 737-900ER,21112
M134138,16,24,138,Boeing 737-900ER,21112
Z546235,16,24,138,Boeing 737-900ER,21112
W32207,16,24,138,Boeing 737-900ER,21112
J776666,16,24,138,Boeing 737-900ER,21112
E687578,16,24,138,Boeing 737-900ER,21112
G210351,16,24,138,Boeing 737-900ER,21112
M816103,16,24,138,Boeing 737-900ER,21112
E426783,16,24,138,Boeing 737-900ER,21112
A105320,16,24,138,Boeing 737-900ER,21112
T164763,16,24,138,Boeing 737-900ER,21112
Z936062,16,24,138,Boeing 737-900ER,21112
V971105,16,24,138,Boeing 737-900ER,21112
L719254,16,24,138,Boeing 737-900ER,21112
M831661,16,24,138,Boeing 737-900ER,21112
D199734,16,24,138,Boeing 737-900ER,21112
D576110,16,24,138,Boeing 737-900ER,21112
N166473,16,24,138,Boeing 737-900ER,21112
W694293,16,24,138,Boeing 737-900ER,21112
U707303,16,24,138,Boeing 737-900ER,21112
C51108,16,24,138,Boeing 737-900ER,21112
A249492,16,24,138,Boeing 737-900ER,21112
K761588,16,24,138,Boeing 737-900ER,21112
A474754,16,24,138,Boeing 737-900ER,21112
Y778259,16,24,138,Boeing 737-900ER,21112
M112400,16,24,138,Boeing 737-900ER,21112
V198538,16,24,138,Boeing 737-900ER,21112
Z445544,16,24,138,Boeing 737-900ER,21112
A322206,16,24,138,Boeing 737-900ER,21112
G413163,16,24,138,Boeing 737-900ER,21112
H518925,16,24,138,Boeing 737-900ER,21112
H568054,16,24,138,Boeing 737-900ER,21112
I413118,16,24,138,Boeing 737-900ER,21112
S853338,16,24,138,Boeing 737-900ER,21112
Y531377,16,24,138,Boeing 737-900ER,21112
J106163,16,24,138,Boeing 737-900ER,21112
X571628,16,24,138,Boeing 737-900ER,21112
N952688,16,24,138,Boeing 737-900ER,21112
P753469,16,24,138,Boeing 737-900ER,21112
P963010,16,24,138,Boeing 737-900ER,21112
W197827,16,24,138,Boeing 737-900ER,21112
Y179385,16,24,138,Boeing 737-900ER,21112
G368163,16,24,138,Boeing 737-900ER,21112
G868145,16,24,138,Boeing 737-900ER,21112
L933846,16,24,138,Boeing 737-900ER,21112
E715423,16,24,138,Boeing 737-900ER,21112
V768032,16,24,138,Boeing 737-900ER,21112
R795992,16,24,138,Boeing 737-900ER,21112
R843630,16,24,138,Boeing 737-900ER,21112
O942380,16,24,138,Boeing 737-900ER,21112
A277753,16,24,138,Boeing 737-900ER,21112
T523228,16,24,138,Boeing 737-900ER,21112
J77343,16,24,138,Boeing 737-900ER,21112
Q728227,16,24,138,Boeing 737-900ER,21112
O823429,16,24,138,Boeing 737-900ER,21112
M269281,16,24,138,Boeing 737-900ER,21112
F532858,16,24,138,Boeing 737-900ER,21112
M840762,16,24,138,Boeing 737 MAX 8,21112
W426547,16,24,138,Boeing 737 MAX 8,21112
Z661475,16,24,138,Boeing 737 MAX 8,21112
W313751,16,24,138,Boeing 737 MAX 8,21112
I810837,16,24,138,Boeing 737 MAX 8,21112
X33912,16,24,138,Boeing 737 MAX 8,21112
T15846,16,24,138,Boeing 737 MAX 8,21112
Q470375,16,24,138,Boeing 737 MAX 8,21112
Q743084,16,24,138,Boeing 737 MAX 8,21112
Y295108,16,24,138,Boeing 737 MAX 8,21112
I341214,16,24,138,Boeing 737 MAX 8,21112
I31253,16,24,138,Boeing 737 MAX 8,21112
A615000,16,24,138,Boeing 737 MAX 8,21112
D147585,16,24,138,Boeing 737 MAX 8,21112
F891532,16,24,138,Boeing 737 MAX 8,21112
P515293,16,24,138,Boeing 737 MAX 8,21112
K197362,16,24,138,Boeing 737 MAX 9,21112
I103909,16,24,138,Boeing 737 MAX 9,21112
C81757,16,24,138,Boeing 737 MAX 9,21112
M530398,16,24,138,Boeing 737 MAX 9,21112
G237151,16,24,138,Boeing 737 MAX 9,21112
W387088,16,24,138,Boeing 737 MAX 9,21112
G230591,16,24,138,Boeing 737 MAX 9,21112
A194383,16,24,138,Boeing 737 MAX 9,21112
Y469920,16,24,138,Boeing 737 MAX 9,21112
S418233,16,24,138,Boeing 737 MAX 9,21112
Y133635,16,24,138,Boeing 737 MAX 9,21112
J215250,16,24,138,Boeing 737 MAX 9,21112
K273673,16,24,138,Boeing 737 MAX 9,21112
U501778,16,24,138,Boeing 737 MAX 9,21112
W670892,16,24,138,Boeing 737 MAX 9,21112
E842916,16,24,138,Boeing 737 MAX 9,21112
G286949,16,24,138,Boeing 737 MAX 9,21112
S388329,16,24,138,Boeing 737 MAX 9,21112
S103663,16,24,138,Boeing 737 MAX 9,21112
D277381,16,24,138,Boeing 737 MAX 9,21112
P273399,16,24,138,Boeing 737 MAX 9,21112
G995741,16,24,138,Boeing 737 MAX 9,21112
Z440137,16,24,138,Boeing 737 MAX 9,21112
J503774,16,24,138,Boeing 737 MAX 9,21112
L609974,16,24,138,Boeing 737 MAX 9,21112
U644808,16,24,138,Boeing 737 MAX 9,21112
Y60488,16,24,138,Boeing 737 MAX 9,21112
P977851,16,24,138,Boeing 737 MAX 9,21112
D276192,16,24,138,Boeing 737 MAX 9,21112
E645589,16,24,138,Boeing 737 MAX 9,21112
A798545,16,24,138,Boeing 737 MAX 9,21112
K787565,16,24,138,Boeing 737 MAX 9,21112
Y258625,16,24,138,Boeing 737 MAX 9,21112
C450290,16,24,138,Boeing 737 MAX 9,21112
W182024,16,45,108,Boeing 757-200,21112
A180704,16,45,108,Boeing 757-200,21112
A114668,16,45,108,Boeing 757-200,21112
Q894600,16,45,108,Boeing 757-200,21112
L120299,16,45,108,Boeing 757-200,21112
B922330,16,45,108,Boeing 757-200,21112
S340434,16,45,108,Boeing 757-200,21112
E719498,16,45,108,Boeing 757-200,21112
D668007,16,45,108,Boeing 757-200,21112
C408489,16,45,108,Boeing 757-200,21112
B107338,16,45,108,Boeing 757-200,21112
M692167,16,45,108,Boeing 757-200,21112
P907697,16,45,108,Boeing 757-200,21112
K728483,16,45,108,Boeing 757-200,21112
K922231,16,45,108,Boeing 757-200,21112
U369473,16,45,108,Boeing 757-200,21112
Y904222,16,45,108,Boeing 757-200,21112
G774703,16,45,108,Boeing 757-200,21112
X449838,16,45,108,Boeing 757-200,21112
R137081,16,45,108,Boeing 757-200,21112
H784699,16,45,108,Boeing 757-200,21112
C115816,16,45,108,Boeing 757-200,21112
S977271,16,45,108,Boeing 757-200,21112
Q917215,16,45,108,Boeing 757-200,21112
T861464,16,45,108,Boeing 757-200,21112
M82266,16,45,108,Boeing 757-200,21112
I424040,16,45,108,Boeing 757-200,21112
N258378,16,45,108,Boeing 757-200,21112
F780545,16,45,108,Boeing 757-200,21112
S560630,16,45,108,Boeing 757-200,21112
G11668,16,45,108,Boeing 757-200,21112
G971630,16,45,108,Boeing 757-200,21112
K689636,16,45,108,Boeing 757-200,21112
T218624,16,45,108,Boeing 757-200,21112
F681280,16,45,108,Boeing 757-200,21112
T740809,16,45,108,Boeing 757-200,21112
I956294,16,45,108,Boeing 757-200,21112
Y910367,16,45,108,Boeing 757-200,21112
F539711,16,45,108,Boeing 757-200,21112
K638046,16,45,108,Boeing 757-200,21112
V577219,16,45,108,Boeing 757-300,21112
D544388,16,45,108,Boeing 757-300,21112
E59989,16,45,108,Boeing 757-300,21112
M680412,16,45,108,Boeing 757-300,21112
E171272,16,45,108,Boeing 757-300,21112
I223640,16,45,108,Boeing 757-300,21112
O990655,16,45,108,Boeing 757-300,21112
J955828,16,45,108,Boeing 757-300,21112
O798984,16,45,108,Boeing 757-300,21112
L325148,16,45,108,Boeing 757-300,21112
N245132,16,45,108,Boeing 757-300,21112
D424820,16,45,108,Boeing 757-300,21112
R354280,16,45,108,Boeing 757-300,21112
G582258,16,45,108,Boeing 757-300,21112
W206352,16,45,108,Boeing 757-300,21112
U395473,16,45,108,Boeing 757-300,21112
G129061,16,45,108,Boeing 757-300,21112
U685731,16,45,108,Boeing 757-300,21112
X589421,16,45,108,Boeing 757-300,21112
M738099,16,45,108,Boeing 757-300,21112
I66124,16,45,108,Boeing 757-300,21112
W409417,30,49,135,Boeing 767-300ER,21112
S169961,30,49,135,Boeing 767-300ER,21112
A631254,30,49,135,Boeing 767-300ER,21112
H87598,30,49,135,Boeing 767-300ER,21112
R10338,30,49,135,Boeing 767-300ER,21112
T988328,30,49,135,Boeing 767-300ER,21112
Z37476,30,49,135,Boeing 767-300ER,21112
Z101750,30,49,135,Boeing 767-300ER,21112
L131866,30,49,135,Boeing 767-300ER,21112
C863360,30,49,135,Boeing 767-300ER,21112
R749712,30,49,135,Boeing 767-300ER,21112
U248906,30,49,135,Boeing 767-300ER,21112
A391708,30,49,135,Boeing 767-300ER,21112
N497803,30,49,135,Boeing 767-300ER,21112
Q472967,30,49,135,Boeing 767-300ER,21112
T69856,30,49,135,Boeing 767-300ER,21112
R957215,30,49,135,Boeing 767-300ER,21112
E413846,30,49,135,Boeing 767-300ER,21112
Y780519,30,49,135,Boeing 767-300ER,21112
D873741,30,49,135,Boeing 767-300ER,21112
V739501,30,49,135,Boeing 767-300ER,21112
